1, 12.000000, 9.536244, 0.922258, -0.000662, -2.448389, 0 
2, 12.000000, 8.878181, 0.869136, -0.003759, -2.394977, 0 
3, 12.000000, 8.383025, 0.818793, -0.011836, -2.345276, 0 
4, 12.000000, 8.008701, 0.767573, -0.026287, -2.295837, 0 
5, 12.000000, 7.465236, 0.719209, -0.046932, -2.250266, 0 
6, 12.000000, 7.173556, 0.675708, -0.073396, -2.210135, 0 
7, 12.000000, 6.728667, 0.636922, -0.107107, -2.174722, 0 
8, 2.400000, 12.000000, 0.607757, -0.145075, -2.147574, 0 
9, 12.000000, 6.312773, 0.586839, -0.173722, -2.126679, 0 
10, 2.400000, 12.000000, 0.556671, -0.206902, -2.094692, 0 
11, 12.000000, 6.000000, 0.535377, -0.233695, -2.070281, 0 
12, 2.400000, 12.000000, 0.505955, -0.260537, -2.035865, 0 
13, 12.000000, 6.000000, 0.483932, -0.282187, -2.008252, 0 
14, 2.400000, 12.000000, 0.453176, -0.301963, -1.970366, 0 
15, 12.000000, 6.000000, 0.429099, -0.318405, -1.938790, 0 
16, 12.000000, 6.000000, 0.396948, -0.331532, -1.897973, 0 
17, 2.400000, 12.000000, 0.373700, -0.354435, -1.859134, 0 
18, 12.000000, 6.000000, 0.358527, -0.373409, -1.828095, 0 
19, 2.400000, 12.000000, 0.337763, -0.389737, -1.787598, 0 
20, 12.000000, 6.000000, 0.324467, -0.403388, -1.754572, 0 
21, 2.400000, 12.000000, 0.306577, -0.413344, -1.712645, 0 
22, 2.400000, 12.000000, 0.295762, -0.421647, -1.677899, 0 
23, 12.000000, 6.000000, 0.275280, -0.416513, -1.639903, 0 
24, 12.000000, 12.000000, 0.253056, -0.405018, -1.603273, 0 
25, 12.000000, 12.000000, 0.238758, -0.398733, -1.543476, 0 
26, 12.000000, 12.000000, 0.232134, -0.392134, -1.483587, 0 
27, 12.000000, 12.000000, 1.333368, -0.385791, -1.423118, 1 
28, 12.000000, 12.000000, 1.274133, -0.379638, -1.363982, 1 
29, 12.000000, 12.000000, 1.218055, -0.373788, -1.307976, 1 
30, 12.000000, 12.000000, 1.165238, -0.366869, -1.255218, 1 
31, 12.000000, 11.856591, 1.103841, -0.359035, -1.193841, 1 
32, 12.000000, 11.248254, 1.045421, -0.351731, -1.135388, 1 
33, 12.000000, 10.556296, 0.987182, -0.345276, -1.077073, 1 
34, 12.000000, 9.870487, 0.929853, -0.341199, -1.019663, 1 
35, 12.000000, 9.158234, 0.875884, -0.340936, -0.965677, 1 
36, 12.000000, 8.611242, 0.823776, -0.345437, -0.913648, 1 
37, 12.000000, 8.270385, 0.772436, -0.355808, -0.862424, 1 
38, 12.000000, 7.737574, 0.724704, -0.372348, -0.814599, 1 
39, 12.000000, 7.499909, 0.682347, -0.394736, -0.771463, 1 
40, 12.000000, 6.800661, 0.644254, -0.425127, -0.730954, 1 
41, 2.400000, 12.000000, 0.617857, -0.459008, -0.699873, 1 
42, 12.000000, 6.419462, 0.598174, -0.486615, -0.674621, 1 
43, 2.400000, 12.000000, 0.570615, -0.515455, -0.639031, 1 
44, 12.000000, 6.021262, 0.550562, -0.538618, -0.610782, 1 
45, 2.400000, 12.000000, 0.522890, -0.562035, -0.572282, 1 
46, 12.000000, 6.000000, 0.503389, -0.581232, -0.542170, 1 
47, 2.400000, 12.000000, 0.476081, -0.598665, -0.501937, 1 
48, 12.000000, 6.000000, 0.455550, -0.612667, -0.469058, 1 
49, 12.000000, 6.000000, 0.427113, -0.623160, -0.426411, 1 
50, 2.400000, 12.000000, 0.410271, -0.643580, -0.386488, 1 
51, 12.000000, 6.000000, 0.400248, -0.660882, -0.353948, 1 
52, 2.400000, 12.000000, 0.385753, -0.674939, -0.312752, 1 
53, 12.000000, 6.000000, 0.377311, -0.686613, -0.278911, 1 
54, 2.400000, 12.000000, 0.364096, -0.693274, -0.236610, 1 
55, 12.000000, 6.000000, 0.357314, -0.700055, -0.199710, 1 
56, 2.400000, 12.000000, 0.347737, -0.701353, -0.156327, 1 
57, 12.000000, 6.000000, 0.344657, -0.703357, -0.119901, 1 
58, 2.400000, 12.000000, 0.338807, -0.698807, -0.077053, 1 
59, 12.000000, 12.000000, 0.335413, -0.695413, -0.039682, 1 
60, 12.000000, 12.000000, 0.316714, -0.676714, 0.017278, 1 
