1, 12.000000, 9.536244, 0.922258, 0 
2, 12.000000, 8.878181, 0.869136, 0 
3, 12.000000, 8.383025, 0.818793, 0 
4, 12.000000, 8.008701, 0.767573, 0 
5, 12.000000, 7.465236, 0.719209, 0 
6, 12.000000, 7.173556, 0.675708, 0 
7, 12.000000, 6.728667, 0.636922, 0 
8, 2.400000, 12.000000, 0.607757, 0 
9, 12.000000, 6.312773, 0.586839, 0 
10, 2.400000, 12.000000, 0.556671, 0 
11, 12.000000, 6.000000, 0.535377, 0 
12, 2.400000, 12.000000, 0.505955, 0 
13, 12.000000, 6.000000, 0.483932, 0 
14, 2.400000, 12.000000, 0.453176, 0 
15, 12.000000, 6.000000, 0.429099, 0 
16, 12.000000, 6.000000, 0.396948, 0 
17, 2.400000, 12.000000, 0.373700, 0 
18, 12.000000, 6.000000, 0.358527, 0 
19, 2.400000, 12.000000, 0.337763, 0 
20, 12.000000, 6.000000, 0.324467, 0 
21, 2.400000, 12.000000, 0.306577, 0 
22, 2.400000, 12.000000, 0.295762, 0 
23, 12.000000, 6.000000, 0.275280, 0 
31, 12.000000, 11.856591, 1.103841, 1 
32, 12.000000, 11.248254, 1.045421, 1 
33, 12.000000, 10.556296, 0.987182, 1 
34, 12.000000, 9.870487, 0.929853, 1 
35, 12.000000, 9.158234, 0.875884, 1 
36, 12.000000, 8.611242, 0.823776, 1 
37, 12.000000, 8.270385, 0.772436, 1 
38, 12.000000, 7.737574, 0.724704, 1 
39, 12.000000, 7.499909, 0.682347, 1 
40, 12.000000, 6.800661, 0.644254, 1 
41, 2.400000, 12.000000, 0.617857, 1 
42, 12.000000, 6.419462, 0.598174, 1 
43, 2.400000, 12.000000, 0.570615, 1 
44, 12.000000, 6.021262, 0.550562, 1 
45, 2.400000, 12.000000, 0.522890, 1 
46, 12.000000, 6.000000, 0.503389, 1 
47, 2.400000, 12.000000, 0.476081, 1 
48, 12.000000, 6.000000, 0.455550, 1 
49, 12.000000, 6.000000, 0.427113, 1 
50, 2.400000, 12.000000, 0.410271, 1 
51, 12.000000, 6.000000, 0.400248, 1 
52, 2.400000, 12.000000, 0.385753, 1 
53, 12.000000, 6.000000, 0.377311, 1 
54, 2.400000, 12.000000, 0.364096, 1 
55, 12.000000, 6.000000, 0.357314, 1 
56, 2.400000, 12.000000, 0.347737, 1 
57, 12.000000, 6.000000, 0.344657, 1 
58, 2.400000, 12.000000, 0.338807, 1 
79, 12.000000, 11.271811, 0.378070, 2 
80, 12.000000, 9.256692, 0.319355, 2 
81, 12.000000, 7.102754, 0.265763, 2 
82, 12.000000, 6.114052, 0.221142, 2 
83, 12.000000, 6.000000, 0.180258, 2 
84, 12.000000, 6.031107, 0.153116, 2 
85, 2.400000, 12.000000, 0.144489, 2 
86, 2.400000, 12.000000, 0.148228, 2 
87, 2.400000, 12.000000, 0.147372, 2 
88, 12.000000, 6.000000, 0.140415, 2 
89, 2.400000, 12.000000, 0.125265, 2 
90, 12.000000, 2.400000, -1.000000, -1 
91, 2.400000, 12.000000, -1.000000, -1 
92, 12.000000, 2.400000, -1.000000, -1 
93, 2.400000, 12.000000, -1.000000, -1 
94, 12.000000, 2.400000, -1.000000, -1 
95, 2.400000, 12.000000, -1.000000, -1 
96, 12.000000, 2.400000, -1.000000, -1 
97, 2.400000, 12.000000, -1.000000, -1 
98, 12.000000, 2.400000, -1.000000, -1 
99, 2.400000, 12.000000, -1.000000, -1 
100, 12.000000, 2.400000, -1.000000, -1 
101, 2.400000, 12.000000, -1.000000, -1 
102, 12.000000, 2.400000, -1.000000, -1 
103, 2.400000, 12.000000, -1.000000, -1 
104, 12.000000, 2.400000, -1.000000, -1 
105, 2.400000, 12.000000, -1.000000, -1 
107, 12.000000, 2.400000, -1.000000, -1 
108, 2.400000, 12.000000, -1.000000, -1 
110, 12.000000, 2.400000, -1.000000, -1 
111, 2.400000, 12.000000, -1.000000, -1 
0.232134, 26 
0.298127, 61 
0.125265, 89 
