1, 0.797589, 581.451216, 0.922258, 0.908389, 0 
2, 0.735065, 620.694085, 0.869052, 0.854888, 0 
3, 0.689819, 649.092079, 0.818853, 0.805324, 0 
4, 0.663681, 665.497079, 0.767341, 0.755628, 0 
5, 0.620627, 692.519532, 0.720124, 0.711169, 0 
6, 0.590044, 711.714896, 0.674504, 0.669086, 0 
7, 0.559362, 730.972281, 0.637669, 0.635501, 0 
8, 1.000000, 0.000000, 0.610955, 0.610749, 0 
9, 0.523308, 753.601057, 0.589159, 0.588947, 0 
10, 1.000000, 0.000000, 0.560776, 0.558643, 0 
11, 0.500000, 771.040613, 0.540018, 0.534575, 0 
12, 1.000000, 0.000000, 0.511528, 0.500693, 0 
13, 0.500000, 786.721395, 0.490344, 0.473126, 0 
14, 1.000000, 0.000000, 0.461720, 0.435893, 0 
15, 0.500000, 833.776111, 0.440852, 0.405711, 0 
16, 1.000000, 0.000000, 0.413150, 0.367946, 0 
17, 0.500000, 831.103890, 0.389828, 0.333439, 0 
18, 1.000000, 0.000000, 0.360235, 0.290859, 0 
19, 0.500000, 854.116507, 0.338427, 0.255872, 0 
20, 0.500000, 874.984316, 0.310098, 0.213761, 0 
21, 1.000000, 0.000000, 0.292963, 0.170689, 0 
22, 1.000000, 0.000000, 0.283836, 0.135794, 0 
23, 0.500000, 915.182519, 0.266585, 0.100106, 0 
31, 0.955640, 482.252287, 1.091451, 1.091417, 1 
32, 0.901382, 516.306338, 1.033238, 1.033224, 1 
33, 0.850508, 548.237201, 0.976664, 0.976656, 1 
34, 0.811591, 572.662801, 0.921425, 0.921407, 1 
35, 0.746927, 613.248714, 0.867321, 0.867248, 1 
36, 0.730208, 623.742541, 0.815973, 0.815683, 1 
37, 0.663962, 665.320646, 0.767929, 0.767003, 1 
38, 0.657658, 669.277520, 0.723741, 0.721279, 1 
39, 0.605133, 702.244417, 0.686029, 0.680396, 1 
40, 1.000000, 0.000000, 0.657327, 0.646226, 1 
41, 0.561818, 729.430735, 0.636236, 0.619162, 1 
42, 1.000000, 0.000000, 0.607002, 0.582097, 1 
43, 0.552467, 735.299744, 0.585108, 0.552723, 1 
44, 0.531760, 748.296459, 0.552948, 0.511746, 1 
45, 1.000000, 0.000000, 0.530078, 0.474983, 1 
46, 0.500000, 774.182414, 0.512984, 0.444506, 1 
47, 1.000000, 0.000000, 0.490621, 0.405785, 1 
48, 0.500000, 787.946616, 0.475072, 0.373948, 1 
49, 1.000000, 0.000000, 0.453083, 0.333906, 1 
50, 0.500000, 837.802344, 0.437251, 0.300864, 1 
51, 1.000000, 0.000000, 0.413998, 0.256300, 1 
52, 0.500000, 827.798505, 0.398415, 0.219693, 1 
53, 1.000000, 0.000000, 0.377336, 0.174787, 1 
54, 0.500000, 876.561940, 0.364507, 0.138130, 1 
55, 1.000000, 0.000000, 0.347025, 0.093002, 1 
56, 0.500000, 877.584781, 0.337208, 0.056239, 1 
57, 1.000000, 0.000000, 0.323984, 0.012791, 1 
58, 0.500000, 886.146905, 0.317545, -0.023543, 1 
78, 0.903677, 852.031093, 0.421555, 0.379638, 2 
79, 0.926088, 847.376649, 0.366097, 0.324266, 2 
80, 0.793659, 874.880470, 0.310698, 0.267139, 2 
81, 0.576984, 919.881279, 0.261874, 0.213791, 2 
82, 0.505001, 934.831293, 0.226287, 0.168567, 2 
83, 1.000000, 0.000000, 0.202484, 0.124692, 2 
84, 0.500000, 964.264614, 0.188706, 0.087759, 2 
85, 1.000000, 0.000000, 0.174910, 0.043433, 2 
86, 1.000000, 0.000000, 0.172525, 0.006701, 2 
87, 0.500000, 977.413278, 0.162181, -0.026531, 2 
103, 1.000000, 0.000000, -1.000000, -2.352368, -1 
104, 1.000000, 0.000000, -1.000000, -2.387393, -1 
0.228890, 26 
0.276350, 61 
0.144044, 88 
