3, 12.000000, 8.953791, 0.804998, 0 
4, 12.000000, 6.000000, 0.753490, 0 
5, 12.000000, 6.000000, 0.707778, 0 
6, 12.000000, 6.000000, 0.665356, 0 
7, 12.000000, 6.000000, 0.625899, 0 
8, 2.400000, 12.000000, 0.593077, 0 
9, 12.000000, 6.000000, 0.568802, 0 
10, 2.400000, 12.000000, 0.537135, 0 
11, 12.000000, 6.000000, 0.511173, 0 
12, 12.000000, 6.000000, 0.477111, 0 
13, 2.400000, 12.000000, 0.454085, 0 
14, 12.000000, 6.000000, 0.435723, 0 
15, 2.400000, 12.000000, 0.411547, 0 
16, 12.000000, 6.000000, 0.392974, 0 
17, 2.400000, 12.000000, 0.368177, 0 
18, 12.000000, 6.000000, 0.350632, 0 
19, 2.400000, 12.000000, 0.327139, 0 
20, 12.000000, 6.000000, 0.310543, 0 
21, 2.400000, 12.000000, 0.289979, 0 
22, 12.000000, 6.000000, 0.277848, 0 
23, 2.400000, 12.000000, 0.262037, 0 
36, 12.000000, 10.511425, 0.803902, 1 
37, 12.000000, 6.677222, 0.748183, 1 
38, 12.000000, 6.000000, 0.703212, 1 
39, 12.000000, 6.000000, 0.660124, 1 
40, 12.000000, 6.000000, 0.622810, 1 
41, 2.400000, 12.000000, 0.593920, 1 
42, 12.000000, 6.000000, 0.571351, 1 
43, 2.400000, 12.000000, 0.542226, 1 
44, 12.000000, 6.000000, 0.520027, 1 
45, 2.400000, 12.000000, 0.489928, 1 
46, 12.000000, 6.000000, 0.467640, 1 
47, 12.000000, 6.000000, 0.437905, 1 
48, 2.400000, 12.000000, 0.419007, 1 
49, 12.000000, 6.000000, 0.406902, 1 
50, 2.400000, 12.000000, 0.391572, 1 
51, 12.000000, 6.000000, 0.382139, 1 
52, 2.400000, 12.000000, 0.370069, 1 
53, 2.400000, 12.000000, 0.364837, 1 
54, 12.000000, 6.000000, 0.349661, 1 
55, 2.400000, 12.000000, 0.330020, 1 
56, 12.000000, 6.000000, 0.318914, 1 
57, 2.400000, 12.000000, 0.304064, 1 
58, 12.000000, 6.000000, 0.295022, 1 
70, 12.000000, 6.000000, 0.885409, 2 
71, 12.000000, 6.000000, 0.842968, 2 
72, 2.400000, 12.000000, 0.814766, 2 
73, 2.400000, 12.000000, 0.784588, 2 
74, 12.000000, 2.400000, 0.748669, 2 
75, 2.400000, 12.000000, 0.715522, 2 
76, 12.000000, 2.400000, 0.679518, 2 
77, 2.400000, 12.000000, 0.642594, 2 
78, 12.000000, 2.400000, 0.608573, 2 
79, 2.400000, 12.000000, 0.571046, 2 
80, 12.000000, 2.400000, 0.534044, 2 
81, 2.400000, 12.000000, 0.496878, 2 
82, 12.000000, 2.400000, 0.464057, 2 
83, 2.400000, 12.000000, 0.430842, 2 
84, 12.000000, 7.395872, 0.398180, 2 
85, 12.000000, 8.636038, 0.352611, 2 
86, 12.000000, 6.000000, 0.302449, 2 
87, 12.000000, 6.000000, 0.265608, 2 
88, 2.400000, 12.000000, 0.238342, 2 
89, 12.000000, 6.000000, 0.221370, 2 
90, 2.400000, 12.000000, 0.202374, 2 
91, 12.000000, 6.000000, 0.194030, 2 
92, 2.400000, 12.000000, 0.185663, 2 
97, 2.400000, 12.000000, -1.000000, -1 
98, 12.000000, 2.400000, -1.000000, -1 
108, 2.400000, 12.000000, -1.000000, -1 
109, 12.000000, 2.400000, -1.000000, -1 
0.241144, 26 
0.265662, 60 
0.167006, 94 
