1, 12.000000, 12.000000, 0.922258, -0.000662, -2.448389, 0 
2, 12.000000, 12.000000, 0.863486, -0.001866, -2.388883, 0 
3, 12.000000, 8.953791, 0.804998, -0.003044, -2.329549, 0 
4, 12.000000, 6.000000, 0.753490, -0.006499, -2.277688, 0 
5, 12.000000, 6.000000, 0.707778, -0.016894, -2.233160, 0 
6, 12.000000, 6.000000, 0.665356, -0.036100, -2.193718, 0 
7, 12.000000, 6.000000, 0.625899, -0.064552, -2.158578, 0 
8, 2.400000, 12.000000, 0.593077, -0.100549, -2.130090, 0 
9, 12.000000, 6.000000, 0.568802, -0.129497, -2.107983, 0 
10, 2.400000, 12.000000, 0.537135, -0.158980, -2.077134, 0 
11, 12.000000, 6.000000, 0.511173, -0.185109, -2.050556, 0 
12, 12.000000, 6.000000, 0.477111, -0.210578, -2.014423, 0 
13, 2.400000, 12.000000, 0.454085, -0.241976, -1.986624, 0 
14, 12.000000, 6.000000, 0.435723, -0.269310, -1.961789, 0 
15, 2.400000, 12.000000, 0.411547, -0.295141, -1.928726, 0 
16, 12.000000, 6.000000, 0.392974, -0.317710, -1.899939, 0 
17, 2.400000, 12.000000, 0.368177, -0.338610, -1.861952, 0 
18, 12.000000, 6.000000, 0.350632, -0.355875, -1.830819, 0 
19, 2.400000, 12.000000, 0.327139, -0.370795, -1.790171, 0 
20, 12.000000, 6.000000, 0.310543, -0.384057, -1.755024, 0 
21, 2.400000, 12.000000, 0.289979, -0.393161, -1.712406, 0 
22, 12.000000, 6.000000, 0.277848, -0.401744, -1.676965, 0 
23, 2.400000, 12.000000, 0.262037, -0.404621, -1.633936, 0 
24, 12.000000, 12.000000, 0.254506, -0.408071, -1.596866, 0 
25, 12.000000, 12.000000, 0.242410, -0.402231, -1.549300, 0 
26, 12.000000, 12.000000, 0.241144, -0.401144, -1.487789, 0 
27, 12.000000, 12.000000, 1.337313, -0.399936, -1.426716, 1 
28, 12.000000, 12.000000, 1.280977, -0.399002, -1.370383, 1 
29, 12.000000, 12.000000, 1.221756, -0.397131, -1.311191, 1 
30, 12.000000, 12.000000, 1.160773, -0.395249, -1.250238, 1 
31, 12.000000, 12.000000, 1.101618, -0.393422, -1.191111, 1 
32, 12.000000, 12.000000, 1.041301, -0.391555, -1.130823, 1 
33, 12.000000, 12.000000, 0.980975, -0.389692, -1.070526, 1 
34, 12.000000, 12.000000, 0.920710, -0.387831, -1.010289, 1 
35, 12.000000, 12.000000, 0.861136, -0.385991, -0.950744, 1 
36, 12.000000, 10.511425, 0.803902, -0.384183, -0.893538, 1 
37, 12.000000, 6.677222, 0.748183, -0.381969, -0.837860, 1 
38, 12.000000, 6.000000, 0.703212, -0.385245, -0.792759, 1 
39, 12.000000, 6.000000, 0.660124, -0.398092, -0.749024, 1 
40, 12.000000, 6.000000, 0.622810, -0.420350, -0.709880, 1 
41, 2.400000, 12.000000, 0.593920, -0.450513, -0.676982, 1 
42, 12.000000, 6.000000, 0.571351, -0.476622, -0.649322, 1 
43, 2.400000, 12.000000, 0.542226, -0.501438, -0.613455, 1 
44, 12.000000, 6.000000, 0.520027, -0.523328, -0.583712, 1 
45, 2.400000, 12.000000, 0.489928, -0.543879, -0.544112, 1 
46, 12.000000, 6.000000, 0.467640, -0.561050, -0.512215, 1 
47, 12.000000, 6.000000, 0.437905, -0.575604, -0.471151, 1 
48, 2.400000, 12.000000, 0.419007, -0.600288, -0.433262, 1 
49, 12.000000, 6.000000, 0.406902, -0.620405, -0.402664, 1 
50, 2.400000, 12.000000, 0.391572, -0.638700, -0.365055, 1 
51, 12.000000, 6.000000, 0.382139, -0.656338, -0.331276, 1 
52, 2.400000, 12.000000, 0.370069, -0.671498, -0.289800, 1 
53, 2.400000, 12.000000, 0.364837, -0.682610, -0.260379, 1 
54, 12.000000, 6.000000, 0.349661, -0.683271, -0.223260, 1 
55, 2.400000, 12.000000, 0.330020, -0.677612, -0.179640, 1 
56, 12.000000, 6.000000, 0.318914, -0.674520, -0.142757, 1 
57, 2.400000, 12.000000, 0.304064, -0.663851, -0.101374, 1 
58, 12.000000, 6.000000, 0.295022, -0.655022, -0.064982, 1 
59, 12.000000, 12.000000, 0.279091, -0.639091, -0.024583, 1 
60, 12.000000, 12.000000, 0.265662, -0.625662, 0.033450, 1 
61, 12.000000, 12.000000, 1.419294, -0.612032, 0.091830, 2 
62, 12.000000, 12.000000, 1.361089, -0.598780, 0.148640, 2 
63, 12.000000, 12.000000, 1.299495, -0.585156, 0.208895, 2 
64, 12.000000, 12.000000, 1.240161, -0.572664, 0.267155, 2 
65, 12.000000, 12.000000, 1.186006, -0.560991, 0.320267, 2 
66, 12.000000, 12.000000, 1.127048, -0.549559, 0.378531, 2 
67, 12.000000, 12.000000, 1.066251, -0.537746, 0.438654, 2 
68, 12.000000, 12.000000, 1.007042, -0.526246, 0.497268, 2 
69, 12.000000, 12.000000, 0.949892, -0.515136, 0.553906, 2 
70, 12.000000, 6.000000, 0.885409, -0.502138, 0.617737, 2 
71, 12.000000, 6.000000, 0.842968, -0.498801, 0.661766, 2 
72, 2.400000, 12.000000, 0.814766, -0.504964, 0.694460, 2 
73, 2.400000, 12.000000, 0.784588, -0.510311, 0.729386, 2 
74, 12.000000, 2.400000, 0.748669, -0.502429, 0.765134, 2 
