0,200,500,0.685791694811,0.34387887903
1,200,500,0.844385575305,0.339655824311
2,200,500,0.413638745937,0.328452113803
3,200,500,0.384767846335,0.348151186825
4,200,500,0.824327072592,0.326997868646
5,200,500,0.645184861882,0.314457943259


1,50,500,0.776823920146,0.351597182126
1,100,500,0.85043793535,0.36149204738
1,150,500,0.832140579134,0.334094234692
1,200,500,0.82446518663,0.332812364236
1,250,500,0.870645737257,0.304924464901
1,300,500,0.892174007606,0.245754107122
1,350,500,0.903325160085,0.281879004986
1,400,500,0.896688155431,0.271472300059

1,200,100,0.932557385894,0.234484859114
1,200,200,0.823445491666,0.361239138157
1,200,500,0.819776077296,0.353113864906
1,200,1000,0.825710941457,0.378195251964
1,200,1500,0.622666271688,0.474379903242
1,200,2000,0.68713267101,0.478170521151
1,200,3000,0.503940114904,0.545673769199
1,200,4000,0.292817809394,0.543893292191


1,200,100,0.919915401614,0.235650795313
1,200,200,0.826130756708,0.325506177406
1,200,500,0.852018414561,0.317437971025
1,200,1000,0.495302669356,0.450549956533
1,200,1500,0.64210491954,0.443251094894
1,200,2000,0.525433353156,0.51349591539
1,200,3000,0.425757907889,0.567741066788
1,200,4000,0.401046263712,0.565319857685


